BatchNumber,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41
1723,4.848766,28.96563,35.75875,33.27659,5.050245,5.100371,22.75423,60.4,64.7,70.2,20.8,950.2726,2008.597,2101.259,1093.275,21.18716,35.46407,50.23197,40.12568,21.35513,142.6996,134.5639,5.000978,61.01012,23.28007,27.32956,5.111826,25.18742,6.498615,64.94815,5.000978,60,40,13,4.947221,11,4.985863,4.99216,6090.454,5602.056,6659.56543
1724,4.849596,31.20947,34.15694,32.61835,5.049416,5.100371,22.75832,61.4,64.39999,69.89999,20.8,913.9893,1995.072,2116.379,1093.275,21.69105,34.30513,48.90506,57.54352,41.44358,142.4119,134.3959,5.001717,60.85896,22.7596,26.46052,5.105739,25.24691,6.508191,65.01341,5.001717,60,40,13,4.962906,11,4.988562,5.003856,6098.69,5610.292,6659.56543
1725,4.847937,31.81744,37.80966,31.80123,5.050245,5.100371,22.74579,62.4,64.3,69.6,20.8,886.9711,1995.888,2120.771,1093.275,21.35513,33.31414,47.91408,55.88068,43.76148,142.6103,134.3959,5.00024,60.35506,23.07915,26.96319,5.111826,25.00321,6.504999,65.03951,5.00024,60,40,13,4.976746,11,4.986763,4.99306,6090.454,5602.056,6651.329102
1726,4.853741,31.20947,36.31971,32.28275,5.049416,5.100371,22.72472,62.8,64.6,69.39999,20.8,887.4993,1992.379,2114.837,1093.275,21.69105,32.97821,46.25124,55.22562,44.92043,142.2134,134.228,5.001717,60.1871,23.08595,27.50579,5.109392,25.14034,6.511383,65.02646,5.001717,60,40,13,4.944453,11,4.997558,5.001157,6090.454,5618.528,6667.801758
1727,4.847108,29.41472,33.03502,33.29118,5.050245,5.100371,22.70736,62.8,64.8,69.39999,20.8,906.2063,1987.445,2098.811,1093.275,21.85902,32.30636,45.74734,54.21783,45.76025,142.6996,134.06,4.999502,60.52303,22.54486,26.74026,5.105739,24.94429,6.501807,64.9873,4.998764,60,40,13,4.964751,11,4.980465,4.998458,6098.69,5618.528,6676.038086
1728,4.849596,31.92931,33.9332,33.9332,5.050245,5.100371,22.69058,62.4,65.2,69.7,20.8,915.3535,1990.297,2115.762,1093.275,21.85902,31.98723,45.09229,53.56278,46.24734,142.2134,133.892,4.999502,59.6832,23.1609,26.68372,5.119131,24.95765,6.504999,64.9873,4.999502,60,40,13,4.985049,11,4.997558,4.984064,6090.454,5610.292,6659.56543
1729,4.852083,30.44098,36.64072,32.71563,5.049416,5.101294,22.68268,61.7,65.2,70.1,20.8,914.3987,2002.935,2100.647,1093.275,21.69105,31.48333,44.26926,53.39481,46.24734,143.0965,132.901,5.00024,59.85117,23.11674,27.31365,5.108174,25.30913,6.492232,64.9873,5.000978,60,40,13,4.97859,11,4.96697,4.986763,6106.926,5618.528,6676.038086
1730,4.849596,29.39851,36.68774,34.33366,5.051075,5.100371,22.66639,60.8,65.1,70.3,20.8,932.1961,1990.003,2048.27,1093.275,21.69105,31.31537,43.93333,52.57179,46.24734,142.5111,131.7421,5.00024,60.1871,22.85562,27.01175,5.111826,25.2421,6.508191,65.02646,4.999502,60,40,13,4.960138,11,4.990361,4.984064,6098.69,5610.292,6667.801758
1731,4.849596,29.67088,34.46174,30.63229,5.050245,5.100371,22.66572,59.9,64.8,70.3,20.8,940.2963,1992.968,2064.184,1093.275,21.69105,31.31537,43.59741,51.89994,46.09618,142.9973,133.4049,5.000978,60.69099,23.57197,27.05629,5.113044,24.90761,6.504999,65.00036,5.000978,60,40,13,4.973978,11,4.978665,4.991261,6115.162,5618.528,6667.801758
1732,4.850424,30.08755,35.23022,34.36446,5.049416,5.099448,22.65816,58.9,64.6,70.1,20.9,929.5419,1988.532,2069.041,1093.461,21.69105,30.97944,43.59741,51.73197,45.92821,142.6103,131.7421,5.00024,60.69099,23.08417,27.22636,5.113044,25.07365,6.501807,65.00036,5.00024,60,40,13,4.959215,11,4.984064,4.980465,6098.69,5626.764,6676.038086
1733,4.85457,29.33528,34.81355,33.7727,5.050245,5.099448,22.64556,58.4,64.49999,69.8,20.8,910.0214,1978.281,2062.682,1093.275,21.52309,31.14741,43.09352,51.56401,45.92821,142.8981,132.901,5.00024,60.52303,23.09614,27.12595,5.114261,25.00178,6.492232,64.97425,5.00024,60,40,13,4.958292,11,4.983164,4.976866,6098.69,5610.292,6667.801758
1734,4.849596,30.34371,35.87062,35.40694,5.050245,5.100371,22.63733,58.5,64.7,69.6,20.8,900.3913,1981.669,2099.424,1093.275,21.85902,30.97944,43.09352,51.24488,45.92821,142.2134,133.069,4.998026,60.85896,22.80721,27.36199,5.117913,24.95021,6.492232,64.9612,4.998026,60,40,13,4.92969,11,4.981365,4.980465,6090.454,5618.528,6667.801758
1735,4.848766,29.41472,36.06355,33.67704,5.048587,5.100371,22.63347,59,64.99999,69.6,20.8,882.4684,1983.613,2099.424,1093.275,21.85902,31.6513,43.26148,51.56401,45.59229,142.7988,133.4049,5.000978,61.17809,22.96484,26.73291,5.110609,25.20893,6.492232,65.00036,5.000978,60,40,13,4.954602,11,4.980465,4.983164,6090.454,5626.764,6676.038086
1736,4.848766,29.76654,35.03729,30.61608,5.051075,5.099448,22.62457,59.9,65.2,69.7,20.8,873.6999,1978.701,2115.762,1093.275,22.02698,31.48333,42.92555,51.39605,45.42432,142.6996,133.4049,5.000978,61.68198,23.33901,27.03754,5.113044,24.73847,6.501807,65.02646,5.000978,60,40,13,4.9749,11,4.977766,5.014652,6098.69,5610.292,6651.329102
1737,4.852912,29.44715,36.07977,37.73022,5.051075,5.099448,22.61281,61.09999,65.3,69.89999,20.8,875.2716,1987.292,2132.296,1093.275,21.85902,31.31537,43.09352,51.24488,45.76025,142.6996,133.237,4.998026,60.01913,23.44909,27.29286,5.105739,25.2816,6.508191,65.01341,4.998026,60,40,13,4.966596,11,4.988562,5.008354,6115.162,5618.528,6667.801758
1738,4.848766,29.92704,33.78891,35.56744,5.049416,5.101294,22.61281,62.09999,65.2,70.2,20.8,876.5793,1990.297,2025.819,1093.275,21.85902,31.48333,43.09352,51.24488,45.59229,142.6996,133.237,4.999502,58.03716,23.07831,27.01058,5.119131,25.31325,6.501807,65.03951,4.999502,60,40,13,4.961061,11,4.979565,4.979565,6106.926,5610.292,6659.56543
1739,4.846279,28.61381,33.66083,35.9987,5.051075,5.100371,22.60257,62.8,64.89999,70.3,20.8,887.4993,1988.856,2122.934,1093.275,21.69105,31.81926,43.26148,51.24488,45.59229,142.6996,133.237,5.00024,58.35629,22.95724,26.82667,5.119131,24.85528,6.492232,65.00035,5.00024,60,40,13,4.955524,11,4.987662,4.997558,6106.926,5635,6643.916992
1740,4.853741,29.68709,35.98249,32.15467,5.049416,5.100371,22.59047,63.09999,64.7,70.2,20.8,906.7453,1977.239,2063.884,1093.275,21.85902,31.48333,42.77439,51.24488,45.42432,142.5111,133.069,5.000978,58.03716,23.2427,26.98229,5.121565,24.9842,6.511383,65.00036,5.000978,60,40,13,4.970287,11,4.965171,4.973268,6115.162,5626.764,6732.866211
1741,4.849596,28.70947,36.9439,32.31517,5.050245,5.100371,22.58493,62.9,64.7,70.1,20.9,877.6239,1982.733,2122.316,1093.461,23.35389,31.31537,43.09352,51.24488,45.42432,142.7988,132.3972,5.00024,58.69222,22.97232,27.17688,5.116696,24.81485,6.508191,65.01341,5.00024,60,40,13,4.954602,11,4.985863,5.000257,6115.162,5618.528,6717.217773
1742,4.847108,31.36997,34.44552,33.53275,5.050245,5.100371,22.58107,62.4,64.8,69.89999,20.9,915.3535,1968.077,2090.121,1059.808,21.85902,31.14741,42.92555,50.90895,45.25636,142.6996,133.237,5.00024,59.02815,23.22437,26.75478,5.113044,24.83627,6.492232,65.01341,5.00024,60,40,13,4.965674,11,4.983164,4.985863,6098.69,5618.528,6700.746094
1743,4.848766,29.31907,35.39072,34.95785,5.048587,5.100371,22.59753,61.5,64.99999,69.7,20.9,914.2623,1975.306,2051.978,1093.461,22.02698,31.48333,42.60642,50.74099,44.76926,142.8981,133.069,4.999502,58.69222,22.94972,27.01572,5.110609,24.86223,6.495424,64.9612,4.999502,60,40,13,4.960138,11,4.963372,4.972368,6106.926,5618.528,6692.509766
1744,4.851254,28.10149,34.09209,41.54183,5.050245,5.100371,22.66874,60.59999,65.1,69.7,20.9,941.2833,1994.967,2067.836,1093.461,21.85902,31.31537,42.60642,50.74099,45.25636,142.5111,132.5651,4.999502,58.35629,22.5364,26.56596,5.117913,24.72791,6.498615,65.02646,4.999502,60,40,13,4.975823,9.8,4.971468,4.985863,6106.926,5626.764,6684.273438
1745,4.853741,30.53664,33.90078,38.25875,5.050245,5.100371,22.67361,59.59999,65.2,69.7,20.9,911.5285,1978.701,2051.978,1093.461,22.02698,31.14741,42.60642,50.74099,45.25636,142.7988,133.069,5.001717,58.18833,23.25622,26.97904,5.116696,24.98687,6.517766,65.01341,5.001717,60,40,13,4.956447,11,4.980465,4.977766,6106.926,5626.764,6684.273438
1746,4.850424,30.42477,33.81971,38.8343,5.049416,5.100371,22.67126,58.7,65.1,69.89999,21,910.2955,1989.444,2121.698,1093.647,22.02698,30.97944,42.60642,50.90895,45.42432,142.6103,132.5651,5.000978,58.35629,23.11025,26.73062,5.115479,24.81023,6.508191,65.00036,5.00024,60,40,13,4.961061,11,4.979565,4.993959,6098.69,5626.764,6676.038086
1747,4.848766,30.03891,36.59209,35.9679,5.051904,5.100371,22.66622,58.4,64.89999,70.2,21,900.2556,1966.109,2101.259,1093.647,22.19494,30.97944,42.43846,50.74099,45.42432,142.7988,132.3972,5.00024,58.18833,23.22714,27.18301,5.113044,25.0735,6.498615,65.00035,5.00024,60,40,13,4.95737,11,4.985863,4.993959,6098.69,5618.528,6659.56543
1748,4.847937,29.79896,35.16699,39.26719,5.050245,5.099448,22.65816,58.5,64.8,70.3,21.1,871.8627,1994.639,2117.612,1093.833,21.85902,30.97944,42.43846,50.74099,45.42432,142.6103,132.5651,4.998764,59.02815,22.37171,27.15663,5.111826,24.92241,6.504999,65.00036,4.998764,60,40,13,4.985972,11,4.989461,5.002956,6098.69,5626.764,6659.56543
1749,4.850424,31.78664,33.08366,33.3236,5.049416,5.100371,22.66236,59.2,64.8,70.2,21.1,910.9808,1983.027,2085.632,1093.833,22.51408,31.14741,42.60642,50.74099,45.59229,142.8981,132.7331,5.000978,59.02815,23.01096,27.54698,5.111826,24.92788,6.501807,65.06431,5.000978,60,40,13,4.969364,11,4.99216,4.996659,6090.454,5626.764,6659.56543
1750,4.852912,28.03664,35.88683,41.70233,5.051075,5.100371,22.66034,60.3,64.8,69.99999,21.1,874.2241,1959.085,2047.375,1093.833,22.36291,31.48333,42.60642,50.74099,45.42432,142.3127,132.7331,4.998764,58.52425,22.83523,27.1615,5.109392,25.06392,6.508191,65.00036,4.998764,60,40,13,4.958292,11,4.974167,4.984963,6098.69,5618.528,6643.916992
1751,4.847108,29.97568,34.92542,37.95395,5.050245,5.100371,22.65732,61.59999,65.1,69.89999,21.2,885.9137,1972.84,2057.512,1094.018,22.36291,31.31537,42.60642,50.74099,45.59229,142.7988,132.901,5.00024,58.52425,22.66716,27.28093,5.108174,24.95302,6.504999,64.94815,5.00024,60,40,13,4.960138,11,4.995759,4.993959,6098.69,5618.528,6643.916992
1752,4.85457,29.19098,33.74027,38.16148,5.050245,5.101294,22.66018,62.7,65.3,69.8,21.2,915.7623,1981.184,2121.389,1094.018,21.85902,31.31537,42.43846,50.90895,45.76025,142.4119,132.7331,5.00024,58.69222,23.07487,27.31681,5.110609,25.05773,6.501807,65.02646,5.00024,60,40,13,4.949989,11,4.977766,4.978665,6106.926,5618.528,6659.56543
1753,4.852083,30.45558,33.27659,36.89688,5.050245,5.100371,22.67009,63.3,65.3,69.89999,21.2,888.1591,1997.728,2047.077,1094.018,22.51408,31.31537,42.92555,50.74099,45.92821,142.6996,133.069,4.998764,59.02815,23.39406,27.00946,5.108174,24.95255,6.492232,64.9873,4.998764,60,40,13,4.961061,11,4.976866,4.981365,6106.926,5626.764,6651.329102
1754,4.850424,29.52659,33.72406,33.81971,5.049416,5.100371,22.67093,63.4,65.1,69.89999,21.2,916.7157,1999.363,2105.701,1060.348,22.19494,31.31537,42.77439,50.90895,45.76025,142.4119,133.237,4.999502,58.35629,22.89188,26.47977,5.122783,24.87881,6.492232,64.92204,4.999502,60,40,13,4.956447,11,4.990361,4.989461,6090.454,5618.528,6651.329102
1755,4.852912,30.11997,35.30966,34.50875,5.051075,5.100371,22.68487,63.09999,64.8,70.1,21.3,916.3072,1999.587,2100.953,1060.528,22.36291,31.31537,42.77439,50.90895,45.76025,142.7988,132.901,5.000978,57.8692,22.42399,27.09823,5.113044,24.89095,6.501807,64.9873,5.000978,60,40,13,4.961061,11,4.984963,4.991261,6106.926,5618.528,6635.680664
1756,4.852083,30.44098,35.10214,31.78664,5.051075,5.100371,22.6973,62.4,64.7,70.1,21.2,905.6669,1981.109,2085.329,1094.018,22.19494,31.31537,42.77439,50.90895,45.92821,142.4119,133.5561,5.000978,58.18833,23.31945,26.55147,5.116696,24.98453,6.501807,65.0134,5.000978,60,40,13,4.981359,11,4.96877,5.003856,6098.69,5618.528,6651.329102
1757,4.846279,31.80123,32.92315,36.22406,5.049416,5.100371,22.72383,61.4,64.7,70.1,21.3,914.1257,1988.826,2100.953,1060.528,22.36291,31.31537,42.92555,50.74099,45.92821,142.9973,133.237,5.000978,58.35629,23.32117,26.59192,5.113044,25.09092,6.504999,64.9612,5.000978,60,40,13,4.956447,11,4.982264,4.984963,6115.162,5618.528,6659.56543
1758,4.85457,31.86608,37.15305,31.80123,5.050245,5.100371,22.74567,60.5,64.89999,70.1,21.3,912.7597,1983.32,2090.73,1094.204,22.19494,31.31537,42.60642,50.90895,45.92821,142.4119,133.4049,5.000978,58.86018,22.48846,26.9589,5.115479,25.03678,6.463505,65.00036,5.000978,60,40,13,4.966596,11,4.982264,4.998458,6106.926,5626.764,6659.56543
1759,4.852912,30.68093,37.2487,37.58593,5.050245,5.100371,22.76297,59.5,65.2,69.89999,21.4,901.6114,1978.701,2106.008,1060.708,22.51408,31.14741,42.60642,50.74099,45.92821,142.9973,133.5561,5.00024,58.86018,23.21075,26.76061,5.117913,25.04334,6.514575,65.05125,5.00024,60,40,13,4.970287,11,4.975067,4.987662,6106.926,5626.764,6651.329102
1760,4.849596,30.1832,31.68936,36.64072,5.049416,5.100371,22.76583,58.8,65.3,69.89999,21.4,910.4327,1981.184,2100.342,1094.39,22.51408,31.14741,42.60642,50.74099,45.76025,142.5111,133.5561,5.000978,59.02815,23.11933,27.03503,5.115479,24.68857,6.498615,65.00036,5.000978,60,40,13,4.952757,11,4.978665,4.96877,6106.926,5635,6667.801758
1761,4.849596,31.32133,35.72633,32.60214,5.050245,5.100371,22.76583,58.5,65.2,69.89999,21.4,910.0214,1990.297,2068.438,1094.39,22.51408,31.14741,42.60642,50.74099,45.76025,142.9973,133.5561,4.999502,58.52425,22.51182,26.97802,5.103304,24.89255,6.508191,64.9873,4.999502,60,40,13,4.966596,11,4.981365,5.003856,6106.926,5626.764,6643.916992
1762,4.852912,31.08139,36.62451,35.91926,5.050245,5.100371,22.76717,58.7,64.99999,69.89999,21.4,900.6625,2002.344,2068.438,1094.39,22.51408,31.31537,42.43846,50.74099,45.92821,142.5111,133.5561,4.999502,58.35629,23.3421,26.5024,5.108174,24.93082,6.495424,64.9873,4.999502,60,40,13,4.966596,11,4.96877,4.988562,6115.162,5626.764,6659.56543
1763,4.855399,30.68093,34.54118,35.98249,5.050245,5.100371,22.77909,59.4,64.8,69.99999,21.5,911.2546,1985.265,2047.375,1049.419,22.51408,31.31537,42.2705,50.74099,45.92821,142.8981,133.7241,5.00024,57.53327,22.70889,26.87362,5.102087,25.22068,6.498615,64.9612,5.00024,60,40,13,4.970287,11,4.986763,4.996659,6106.926,5635,6676.038086
1764,4.852083,27.46109,36.41537,35.42315,5.050245,5.100371,22.77254,60.59999,64.7,70.1,21.6,874.6171,1983.293,2047.674,1094.761,22.51408,31.48333,42.43846,50.90895,45.92821,142.5111,133.5561,5.000978,57.70123,23.32968,26.98166,5.105739,24.91177,6.495424,64.97425,5.00024,60,40,13,4.960138,11,4.984064,4.994859,6115.162,5626.764,6667.801758
1765,4.85457,29.91083,34.04507,33.11608,5.048587,5.101294,22.77321,61.8,64.8,70.2,21.6,876.1871,1978.037,2069.342,1061.068,22.51408,31.6513,42.60642,50.74099,45.76025,142.9973,133.5561,4.998764,58.52425,23.11658,27.02161,5.116696,25.01749,6.504999,64.94815,4.998764,60,40,13,4.954602,11,4.981365,4.980465,6115.162,5626.764,6684.273438
1766,4.852912,30.50421,34.44552,31.75421,5.049416,5.099448,22.77086,62.7,64.99999,70.1,21.6,877.3629,1976.431,2042.159,1094.761,22.51408,31.6513,42.43846,50.74099,45.92821,142.3127,133.892,5.000978,57.8692,22.94585,26.98655,5.113044,25.02866,6.498615,65.00035,5.000978,60,40,13,4.973055,11,4.972368,4.993959,6115.162,5626.764,6676.038086
1767,4.847108,31.35376,36.72017,32.92315,5.050245,5.100371,22.77943,63.2,65.2,69.89999,21.6,878.0153,1971.44,2068.438,1061.068,22.51408,31.48333,42.77439,50.90895,45.76025,142.8981,133.7241,4.999502,57.70123,23.4575,26.71089,5.119131,24.73426,6.492232,65.02646,4.999502,60,40,13,4.954602,11,4.990361,4.971468,6106.926,5618.528,6676.038086
1768,4.848766,29.19098,34.89462,33.00422,5.049416,5.100371,22.77389,63.2,65.3,69.89999,21.7,916.4434,1999.953,2127.003,1061.248,22.51408,31.48333,42.60642,50.74099,45.92821,142.2134,134.06,4.998764,57.70123,22.90701,26.88765,5.117913,25.06956,6.498615,65.01341,4.998764,60,40,13,4.973055,11,4.980465,4.991261,6098.69,5626.764,6692.509766
1769,4.846279,28.67866,34.8784,32.05901,5.051075,5.099448,22.77053,62.7,65.2,69.8,21.7,887.3673,1975.89,2073.88,1061.248,22.51408,31.48333,42.60642,50.90895,45.92821,142.8981,134.06,5.00024,59.02815,23.40257,26.95151,5.109392,25.16551,6.498615,65.01341,5.00024,60,40,13,4.973055,11,4.975067,4.981365,6115.162,5643.236,6684.273438
1770,4.850424,30.40856,35.43774,34.90921,5.049416,5.100371,22.77053,62,64.89999,69.89999,21.7,914.808,1989.415,2047.077,1061.248,22.36291,31.48333,42.43846,50.74099,45.92821,142.2134,133.7241,5.00024,58.52425,23.0447,26.6265,5.115479,25.68051,6.498615,64.97426,5.00024,60,40,13,4.95737,11,4.986763,4.998458,6106.926,5635,6732.866211
1771,4.852912,29.88002,36.49643,28.82133,5.050245,5.100371,22.77893,61.09999,64.8,70.1,21.7,913.5796,1996.253,2058.111,1061.248,22.68204,31.31537,42.2705,50.90895,45.92821,143.0965,133.7241,5.000978,58.52425,22.5108,27.13148,5.119131,24.78237,6.485848,65.00035,5.000978,60,40,13,4.967519,11,4.973268,4.983164,6115.162,5618.528,6724.630859
1772,4.853741,30.07133,32.95558,27.6524,5.050245,5.100371,22.77506,60.09999,64.8,70.1,21.8,949.8453,1966.383,2047.674,1061.428,22.51408,30.97944,42.2705,50.90895,45.92821,142.4119,133.892,4.999502,58.52425,23.27212,27.13936,5.122783,25.13737,6.482656,64.97426,4.999502,60,40,13,4.983204,11,4.99306,5.002956,6106.926,5635,6717.217773
1773,4.851254,30.24805,36.07977,31.5775,5.049416,5.099448,22.7759,59.2,64.89999,70.1,21.8,901.3405,1972.257,2111.662,1061.428,22.51408,30.97944,42.2705,50.40506,45.92821,142.6996,133.7241,4.998764,58.86018,22.69756,27.16282,5.119131,24.69149,6.492232,65.00036,4.998764,60,40,13,4.977668,11,4.975966,4.986763,6106.926,5618.528,6700.746094
1774,4.849596,30.05512,35.61446,33.59598,5.048587,5.099448,22.7759,58.59999,64.99999,69.89999,21.8,900.5269,1982.549,2084.722,1061.428,22.51408,30.97944,42.2705,50.40506,45.76025,142.5111,133.892,5.00024,58.03716,23.06944,27.07393,5.115479,24.68631,6.508191,64.9612,5.00024,60,40,13,4.965674,11,4.972368,4.981365,6106.926,5635,6708.981445
1775,4.848766,29.65467,35.56744,33.4679,5.050245,5.100371,22.77489,58.59999,65.2,69.89999,21.8,910.1585,1982.013,2111.047,1061.428,22.51408,31.31537,42.2705,50.74099,45.76025,142.7988,133.892,5.00024,57.36531,22.57263,26.64001,5.115479,24.84726,6.504999,64.97426,5.00024,60,40,13,4.961061,11,4.994859,4.984963,6098.69,5635,6692.509766
1776,4.855399,29.97568,34.54118,35.10214,5.049416,5.100371,22.77977,59,65.2,69.89999,21.9,910.8438,1973.131,2047.077,1061.608,22.51408,31.14741,42.2705,50.57303,45.92821,142.6996,131.9101,4.999502,57.70123,22.64721,26.29805,5.119131,24.96158,6.501807,64.9612,4.999502,60,40,13,4.977668,11,4.96877,4.983164,6122.574,5626.764,6708.981445
1777,4.849596,30.24805,33.13229,32.5227,5.050245,5.100371,22.77641,59.8,65.1,69.99999,21.9,842.9792,1967.255,2025.229,1061.608,22.36291,31.31537,42.2705,50.74099,45.76025,142.8981,132.901,4.999502,58.35629,22.41012,27.02591,5.113044,24.93918,6.495424,65.00036,4.999502,60,40,13,4.964751,11,4.989461,4.981365,6115.162,5643.236,6717.217773
1778,4.852083,29.92704,34.70168,32.93936,5.050245,5.101294,22.7754,61,64.89999,70.1,22,903.6415,1977.824,2122.316,1061.787,22.51408,31.48333,42.43846,50.90895,45.92821,142.6996,133.7241,5.00024,58.18833,23.50376,27.27389,5.114261,24.84012,6.517766,65.01341,5.00024,60,40,13,4.976746,11,4.99216,4.987662,6115.162,5626.764,6708.981445
1779,4.851254,29.31907,36.20784,31.01654,5.050245,5.100371,22.77506,62.09999,64.8,70.1,22,886.5746,1971.965,2047.674,1050.308,22.51408,31.48333,42.43846,50.74099,45.76025,142.7988,133.4049,5.00024,59.53204,23.23983,27.23576,5.117913,24.97127,6.511383,65.01341,5.00024,60,40,13,4.968441,11,4.983164,4.995759,6106.926,5635,6700.746094
1780,4.852083,31.03275,37.93774,33.17931,5.051075,5.099448,22.77656,62.9,64.8,70.1,22.1,896.5425,1986.887,2085.329,1061.967,22.51408,31.31537,42.2705,50.74099,45.76025,142.6103,132.078,5.00024,59.02815,23.0932,27.06438,5.122783,25.02177,6.492232,65.0134,5.00024,60,40,13,4.95737,11,4.987662,4.987662,6106.926,5635,6692.509766
1781,4.849596,30.42477,36.44779,35.13456,5.050245,5.100371,22.78044,63.09999,64.89999,69.89999,22,925.9023,1959.375,2073.88,1061.787,22.51408,31.6513,42.43846,50.90895,45.76025,142.6996,131.9101,5.00024,59.02815,22.41213,26.75389,5.111826,25.16907,6.511383,65.02646,5.00024,60,40,13,4.965674,11,4.984963,4.977766,6098.69,5626.764,6659.56543
1782,4.847937,29.28664,32.65078,38.88294,5.049416,5.100371,22.78729,62.9,65.1,69.89999,22.1,906.3411,1971.149,2100.342,1061.967,22.51408,31.31537,42.60642,50.74099,45.76025,142.5111,132.5651,5.000978,58.86018,22.59399,27.07509,5.109392,24.90864,6.508191,65.02646,5.000978,60,40,13,4.952757,11,4.974167,4.981365,6098.69,5635,6651.329102
1783,4.852912,28.79053,35.0227,35.3583,5.050245,5.101294,22.77988,62.4,65.2,69.99999,22.1,876.9711,1977.015,2068.74,1061.967,22.51408,31.48333,42.43846,50.90895,45.76025,142.6996,133.4049,4.999502,59.02815,23.61322,27.31359,5.110609,25.01753,6.520958,65.01341,4.999502,60,40,13,4.964751,11,4.983164,4.997558,6098.69,5635,6659.56543
1784,4.847108,31.2727,37.90532,35.85441,5.050245,5.100371,22.77988,61.7,65.2,70.1,22.3,914.3987,1973.131,2069.041,1062.326,22.51408,31.31537,42.77439,50.90895,46.09618,142.5111,133.237,4.999502,58.03716,22.80686,26.45789,5.120348,25.08695,6.492232,65.00036,4.999502,60,40,13,4.975823,10.3,4.99216,5.010153,6106.926,5618.528,6643.916992
1785,4.847937,30.50421,35.61446,38.56193,5.049416,5.100371,22.77938,60.7,65.1,70.1,22.2,913.033,1980.037,2122.316,1062.147,22.51408,31.31537,42.60642,50.74099,45.92821,142.8981,133.4049,5.00024,57.70123,22.65241,26.8794,5.113044,25.13339,6.48904,64.94815,5.00024,60,40,13,4.962906,11,4.971468,4.990361,6115.162,5626.764,6651.329102
1786,4.851254,27.42866,33.33982,36.44779,5.051075,5.099448,22.77789,59.7,64.8,69.89999,22.2,921.0736,1996.809,2068.438,1016.63,22.36291,31.14741,42.60642,50.74099,45.76025,142.4119,133.4049,5.000978,58.03716,23.13822,27.45869,5.111826,24.90799,6.501807,65.02646,5.000978,60,40,13,4.961983,11,4.983164,5.000257,6115.162,5626.764,6651.329102
